Vip,FC,log2FC,ConcordGroup,logp,p,type,A,comp,log2Dry,log2Wet
1.511944214,2.488531087,1.315294409,1,4.36038755,0.048684706,up,sig,COG2015,14.02328404,12.70798963
1.824360323,2.376132349,1.248615195,1,8.353583548,0.003057178,up,sig,COG3754,14.01918696,12.77057176
1.861227062,2.331543204,1.221285163,1,9.271993988,0.001617528,up,sig,COG1848,11.56185433,10.34056917
1.805688744,2.261530954,1.177299742,1,6.442545726,0.011497422,up,sig,COG5573,13.81758893,12.64028918
1.714248006,2.25819261,1.175168544,1,7.351175563,0.006124571,up,sig,COG4577,13.7702734,12.59510486
1.867905314,2.217671738,1.149045832,1,8.209069965,0.003379276,up,sig,COG3659,13.07204124,11.9229954
1.790567858,2.200350711,1.137733492,1,8.072683126,0.003714328,up,sig,COG1373,11.72615944,10.58842595
2.049643458,2.194974448,1.134204145,1,12.37168251,0.000188692,up,sig,COG2253,12.967609,11.83340486
1.87770475,2.144242316,1.10046795,1,9.12349424,0.001792894,up,sig,COG3049,13.60462142,12.50415347
1.761871896,2.088420792,1.062412427,1,5.736461981,0.018756546,up,sig,COG1621,12.79506749,11.73265507
1.877111325,2.069225789,1.049091077,1,7.2029387,0.006787337,up,sig,COG2071,13.68978558,12.6406945
1.925785969,2.036187768,1.025870606,1,9.896667378,0.001049074,up,sig,COG3536,13.86653918,12.84066857
1.89387253,2.031221443,1.022347531,1,9.880700962,0.001060749,up,sig,COG1487,11.13833139,10.11598385
2.039780604,2.012127058,1.008721409,1,9.984756185,0.000986936,up,sig,COG5361,13.19588935,12.18716794
1.355466597,1.977161364,0.98343062,1,4.224919119,0.053477687,insig,no,COG2385,13.72609786,12.74266724
1.715273696,1.97038557,0.978477967,1,7.211973376,0.006744965,insig,no,COG4456,13.58485983,12.60638186
1.709637398,1.963421067,0.9733696,1,6.907988144,0.008326996,insig,no,COG2336,13.33066254,12.35729294
1.660852401,1.936346277,0.953336973,1,6.625167285,0.010130384,insig,no,COG1569,13.09128663,12.13794965
1.410574153,1.908519404,0.932453855,1,3.967149742,0.063939455,insig,no,COG1141,13.79528283,12.86282898
1.623493152,1.906355225,0.930816972,1,5.706471569,0.019150534,insig,no,COG4634,12.62512586,11.69430889
1.97322413,1.893375611,0.920960644,1,11.39189986,0.000372131,insig,no,COG2002,12.31612579,11.39516514
1.73799351,1.881518973,0.911897837,1,7.361302038,0.006081732,insig,no,COG0724,13.13358029,12.22168245
1.593798362,1.876776213,0.908256633,1,6.06972481,0.014887808,insig,no,COG5621,13.44839772,12.54014108
1.790258709,1.876362126,0.907938286,1,8.284738181,0.003206604,insig,no,COG4118,11.51215946,10.60422117
1.014263992,1.86351563,0.898026919,1,1.916259864,0.264940469,insig,no,COG3321,12.46499854,11.56697163
1.787615437,1.849951813,0.887487693,1,7.791389008,0.004513965,insig,no,COG2337,12.17091515,11.28342745
1.670290181,1.839813386,0.87955944,1,5.731384769,0.018822672,insig,no,COG4113,13.50465978,12.62510034
1.690059845,1.824368712,0.867397333,1,6.64419242,0.00999767,insig,no,COG3599,13.62163208,12.75423475
2.074670958,1.821728982,0.865308346,1,12.85469322,0.000135006,insig,no,COG5340,12.98350743,12.11819909
1.181584484,1.819289875,0.863375432,1,3.160935681,0.111805597,insig,no,COG1615,13.12033647,12.25696103
1.506664872,1.81907075,0.863201656,1,5.144782438,0.028266118,insig,no,COG2710,12.22199119,11.35878953
1.837002546,1.816965897,0.861531342,1,7.85249617,0.004326763,insig,no,COG2519,13.55436845,12.69283711
1.548334589,1.80691723,0.853530421,1,5.33549922,0.024765933,insig,no,COG2442,11.96727623,11.1137458
1.917440912,1.805232362,0.852184547,1,9.084685632,0.001841777,insig,no,COG3328,12.05717118,11.20498663
1.4600773,1.803409442,0.85072698,1,4.869081959,0.034218446,insig,no,COG1847,13.43938529,12.58865831
1.634135962,1.794050863,0.843220792,1,5.716787494,0.019014087,insig,no,COG3345,12.5982003,11.75497951
1.826832013,1.788398087,0.838667908,1,8.675889127,0.002445103,insig,no,COG1030,13.2116979,12.37303
1.807275973,1.786025056,0.83675232,1,7.625021185,0.005065705,insig,no,COG3119,9.430790413,8.594038093
1.952658693,1.783923177,0.835053488,1,11.27976553,0.000402209,insig,no,COG1083,12.86613197,12.03107848
1.840619218,1.781468536,0.833067003,1,7.957985713,0.004021681,insig,no,COG1778,13.72014746,12.88708046
1.60193119,1.760825928,0.816252294,1,5.978884137,0.015855376,insig,no,COG3744,11.99373575,11.17748346
1.548013248,1.75552608,0.811903429,1,5.56818174,0.021077072,insig,no,COG1837,13.60032555,12.78842212
1.576999966,1.750333115,0.807629515,1,5.898998418,0.016758091,insig,no,COG0153,13.35470787,12.54707835
1.606399168,1.748958846,0.806496343,1,5.711622529,0.019082281,insig,no,COG1669,12.20380873,11.39731238
1.430454016,1.740756801,0.79971466,1,4.683821465,0.038907134,insig,no,COG1348,13.30651731,12.50680265
1.586335795,1.737544879,0.797050242,1,4.906057634,0.033352584,insig,no,COG0279,13.36798941,12.57093917
1.799412735,1.736667838,0.796321845,1,7.50686879,0.005498033,insig,no,COG3654,13.19044679,12.39412495
1.497284704,1.733655491,0.793817237,1,4.839933637,0.034916829,insig,no,COG2929,12.91197784,12.1181606
1.502220302,1.72792194,0.789038044,1,4.793837771,0.036050479,insig,no,COG3181,10.96105194,10.17201389
1.818912478,1.725301043,0.786848116,1,8.505716594,0.002751213,insig,no,COG2089,12.35801378,11.57116566
1.826984534,1.717537655,0.780341729,1,6.574868722,0.010489802,insig,no,COG3225,13.42383417,12.64349245
1.725475436,1.716487794,0.779459598,1,6.729226923,0.009425423,insig,no,COG3549,13.14528326,12.36582366
1.493317194,1.690695165,0.757616563,1,5.118141656,0.028792929,insig,no,COG0083,13.27598204,12.51836547
1.800965241,1.689629192,0.756706666,1,7.340068979,0.006171903,insig,no,COG0205,12.46781371,11.71110704
1.006054463,1.679042292,0.74763857,1,2.471976651,0.180244026,insig,no,COG1672,11.78116934,11.03353077
1.765411275,1.674521898,0.743749243,1,7.810174864,0.004455568,insig,no,COG1482,13.02033959,12.27659034
1.861092354,1.671693841,0.741310652,1,8.575532939,0.002621243,insig,no,COG2251,13.18450079,12.44319014
2.032880621,1.671553479,0.741189512,1,10.99996682,0.000488292,insig,no,COG1134,12.16102756,11.41983805
1.783213334,1.666518368,0.736837218,1,7.981210118,0.003957458,insig,no,COG3210,9.368647131,8.631809913
1.569537325,1.66252864,0.733379194,1,5.533207239,0.021594276,insig,no,COG4115,13.67977753,12.94639834
1.497550581,1.657631896,0.729123669,1,5.098187662,0.029193932,insig,no,COG1575,13.25063103,12.52150736
1.444639843,1.65587866,0.727596959,1,4.619102625,0.040692236,insig,no,COG1165,12.9289223,12.20132534
1.825396706,1.651466065,0.723747325,1,6.782652398,0.009082767,insig,no,COG1239,12.91525723,12.19150991
1.601836934,1.643371742,0.716658865,1,5.866660062,0.017137969,insig,no,COG0447,13.05900326,12.3423444
1.9758932,1.642470695,0.71586763,1,10.89080165,0.000526674,insig,no,COG1785,12.83940131,12.12353368
1.566060205,1.635908478,0.710092038,1,5.389925229,0.023849036,insig,no,COG3329,13.10620014,12.3961081
1.854150616,1.621636654,0.697450604,1,8.992882416,0.001962785,insig,no,COG2175,13.14036921,12.4429186
1.610036922,1.621386643,0.697228163,1,5.252339913,0.026235427,insig,no,COG5426,12.96018826,12.2629601
1.493216285,1.614479347,0.691068986,1,4.692915963,0.038662642,insig,no,COG1875,12.90027263,12.20920365
1.356864084,1.6110748,0.688023478,1,4.114424493,0.057734421,insig,no,COG2815,12.67708223,11.98905876
1.550772951,1.605150988,0.68270901,1,5.598247264,0.020642374,insig,no,COG1259,13.4413001,12.75859109
1.54946495,1.603958536,0.681636847,1,5.636424571,0.02010329,insig,no,COG5512,13.38172693,12.70009008
1.756942792,1.603439121,0.681169579,1,7.82589718,0.004407276,insig,no,COG1232,12.74782403,12.06665445
1.485342038,1.597739914,0.67603258,1,5.083418029,0.029494341,insig,no,COG0001,11.54532236,10.86928978
1.402352469,1.594792245,0.673368495,1,4.382804139,0.04793409,insig,no,COG1168,13.46085601,12.78748752
1.95625843,1.590205087,0.66921284,1,10.75232809,0.000579731,insig,no,COG3177,11.98424139,11.31502855
1.779987945,1.583653959,0.66325713,1,6.762047751,0.009213418,insig,no,COG2161,12.47846094,11.81520381
1.313208304,1.579620274,0.65957779,1,3.588159225,0.083148888,insig,no,COG1724,12.98025588,12.32067809
1.689766057,1.578709208,0.658745457,1,6.288978884,0.012788768,insig,no,COG3093,12.43178007,11.77303462
1.412169345,1.576467974,0.656695862,1,3.928408584,0.065679703,insig,no,COG1657,12.11765273,11.46095687
1.515820116,1.573953199,0.654392644,1,4.990546965,0.031455433,insig,no,COG1579,13.15866681,12.50427416
1.337937758,1.572970399,0.653491522,1,3.936651586,0.065305505,insig,no,COG1169,12.95906201,12.30557049
1.529095055,1.561061876,0.642527723,1,5.127519819,0.028606369,insig,no,COG0455,13.35575102,12.7132233
1.800721798,1.556673553,0.638466431,1,7.388703405,0.005967311,insig,no,COG2944,13.38589359,12.74742715
1.964001654,1.556533165,0.638336316,1,9.129609237,0.001785311,insig,no,COG1682,12.22427433,11.58593801
1.848921612,1.554647276,0.636587293,1,8.156564429,0.003504527,insig,no,COG3550,12.51934425,11.88275696
1.848117768,1.553192219,0.635236385,1,9.109201439,0.001810744,insig,no,COG1090,12.68741408,12.05217769
1.730348149,1.546082575,0.628617374,1,6.42929221,0.011603532,insig,no,COG3886,13.5671117,12.93849432
1.64007763,1.542530312,0.62529884,1,6.388188284,0.011938883,insig,no,COG1060,13.10917747,12.48387863
1.326433371,1.541207215,0.624060845,1,3.837614604,0.069946001,insig,no,COG2331,13.02557272,12.40151188
1.887887965,1.536541681,0.619686903,1,9.40781929,0.001472191,insig,no,COG1091,11.91626949,11.29658259
1.497064825,1.535624523,0.618825505,1,4.988060916,0.031509684,insig,no,COG0613,12.31807964,11.69925414
1.919350226,1.534101932,0.617394345,1,9.39697214,0.001483302,insig,no,COG1234,12.91495637,12.29756202
1.593062499,1.529771442,0.613316121,1,5.172204828,0.027733916,insig,no,COG4102,10.89158852,10.2782724
1.722487123,1.529122322,0.61270382,1,7.431547643,0.005792703,insig,no,COG1398,12.7397296,12.12702578
1.18903736,1.528108368,0.611746857,1,3.310867642,0.100769599,insig,no,COG2361,13.03029376,12.4185469
1.644687529,1.527992569,0.611637527,1,6.450619935,0.011433256,insig,no,COG0327,13.29528618,12.68364865
1.233747531,1.526469735,0.610198986,1,2.940734814,0.130241867,insig,no,COG3651,13.20107534,12.59087635
1.808079317,1.52379035,0.607664424,1,6.211616539,0.013493267,insig,no,COG2208,12.50228905,11.89462463
1.115568225,1.517522995,0.601718378,1,2.453117937,0.182615618,insig,no,COG5524,12.84267011,12.24095173
1.64108998,1.517062532,0.601280553,1,6.210667602,0.013502145,insig,no,COG2065,12.98082256,12.37954201
1.734517612,1.5166282,0.600867454,1,7.206570944,0.00677027,insig,no,COG1640,13.49147348,12.89060602
1.53107777,1.515898147,0.600172822,1,5.149389706,0.028175994,insig,no,COG4968,12.527839,11.92766618
1.702102212,1.49964884,0.584624716,1,5.603533213,0.02056688,insig,no,COG3383,12.65889027,12.07426555
1.667770604,1.498202891,0.583233011,1,6.163954834,0.013946483,insig,no,COG1262,10.10252454,9.519291525
1.727694357,1.497965018,0.583003933,1,7.457328414,0.005690107,insig,no,COG1716,11.38255868,10.79955475
1.765837097,1.49758336,0.58263631,1,7.833605727,0.00438379,insig,no,COG1112,11.91340067,11.33076436
1.505344875,1.495020192,0.58016497,1,5.121427179,0.028727432,insig,no,COG2805,12.54791266,11.96774769
1.747863534,1.487024314,0.572428236,1,7.041425581,0.007591362,insig,no,COG0803,12.37841699,11.80598875
1.564641372,1.485244312,0.570700264,1,4.251740616,0.052492655,insig,no,COG2433,13.46747867,12.89677841
1.056426816,1.482836817,0.568359841,1,2.628811737,0.161677213,insig,no,COG0569,11.77471896,11.20635912
1.686740711,1.478324701,0.56396318,1,6.430734419,0.011591938,insig,no,COG1450,11.55126596,10.98730278
1.676877962,1.4780124,0.563658373,1,5.957512723,0.016091998,insig,no,COG1108,12.2302524,11.66659403
1.599705124,1.47715886,0.562824988,1,5.163988729,0.027892311,insig,no,COG2256,11.86089696,11.29807197
1.117147309,1.476889985,0.562562362,1,2.576620822,0.167633127,insig,no,COG1949,13.51299067,12.95042831
1.192950072,1.475384052,0.561090546,1,2.928721331,0.131330933,insig,no,COG3380,12.83271744,12.27162689
1.646686792,1.46804907,0.553900191,1,5.380196986,0.024010396,insig,no,COG0437,13.01792516,12.46402497
1.172364988,1.464748958,0.550653424,1,2.464186403,0.181219938,insig,no,COG3828,12.02969162,11.4790382
1.492530721,1.459515399,0.545489432,1,5.207205733,0.027069166,insig,no,COG0722,13.50529375,12.95980432
1.772426895,1.459238771,0.545215967,1,6.307058493,0.012629502,insig,no,COG1555,12.72055248,12.17533651
1.713434773,1.458449002,0.54443494,1,7.179621369,0.006897927,insig,no,COG0373,13.14816168,12.60372674
1.64284444,1.456077064,0.542086714,1,5.715242466,0.019034461,insig,no,COG3250,11.30899469,10.76690798
1.759820545,1.452478495,0.538516803,1,7.841297904,0.004360478,insig,no,COG2870,12.83831899,12.29980218
1.663023468,1.447654976,0.533717802,1,6.315448931,0.012556264,insig,no,COG5267,12.30291015,11.76919235
1.778261187,1.444630672,0.530700707,1,8.15691703,0.003503671,insig,no,COG1470,12.47108646,11.94038575
1.629323599,1.443205766,0.529277007,1,4.247887473,0.05263304,insig,no,COG2706,13.2859159,12.75663889
1.126515232,1.439261277,0.525328517,1,2.665577919,0.157609028,insig,no,COG1598,12.08107916,11.55575064
1.469430457,1.438827005,0.524893143,1,4.923185424,0.032958961,insig,no,COG0423,12.61975487,12.09486173
1.481075858,1.43880778,0.524873865,1,4.016658607,0.061782471,insig,no,COG3408,12.23680536,11.71193149
1.681113654,1.437669503,0.523732061,1,6.763651505,0.009203182,insig,no,COG5184,11.74999587,11.22626381
1.192801211,1.432930493,0.51896863,1,3.311176839,0.100748004,insig,no,COG4338,12.98312891,12.46416028
1.375775265,1.43071426,0.516735568,1,3.91559328,0.066265728,insig,no,COG1387,13.05037628,12.53364071
1.684567272,1.429028171,0.515034357,1,5.845418115,0.017392172,insig,no,COG4625,10.23420722,9.719172866
1.578917288,1.423320975,0.509261043,1,5.198397427,0.027234941,insig,no,COG1121,12.71921908,12.20995803
1.432486293,1.418510091,0.504376414,1,4.150385489,0.056313105,insig,no,COG1413,10.86973298,10.36535657
1.645288284,1.417381074,0.503227691,1,5.833115344,0.01754112,insig,no,COG0448,12.40181164,11.89858395
1.337558845,1.417310346,0.503155698,1,3.045939171,0.121082379,insig,no,COG4935,11.83873956,11.33558386
1.250211705,1.416489081,0.502319481,1,2.869817769,0.136803992,insig,no,COG1333,12.437401,11.93508152
1.436512501,1.414592586,0.500386605,1,4.165858579,0.055712367,insig,no,COG1042,13.12605942,12.62567281
1.259293965,1.413181221,0.498946484,2,3.015468742,0.123666895,insig,no,COG2027,12.61990743,12.12096095
1.060447446,1.409771732,0.495461583,2,2.565947959,0.168877852,insig,no,COG3449,12.83846691,12.34300533
1.487896759,1.409077718,0.494751186,2,4.35419721,0.048894052,insig,no,COG2010,9.096881052,8.602129867
1.451356576,1.407672436,0.493311659,2,4.749222236,0.037182762,insig,no,COG0562,13.34776971,12.85445805
1.501672565,1.404379687,0.489933034,2,4.788143154,0.036193059,insig,no,COG2152,13.09211784,12.60218481
1.563118059,1.402132149,0.487622328,2,4.995197272,0.031354205,insig,no,COG5012,13.06040258,12.57278025
1.571595548,1.398736088,0.484123782,2,4.684615008,0.03888574,insig,no,COG0005,12.15073094,11.66660716
1.511226138,1.395545444,0.480829105,2,4.6918653,0.038690809,insig,no,COG2314,13.47361319,12.99278408
1.376904084,1.393615755,0.478832839,2,3.666942716,0.07873,insig,no,COG1274,12.4682224,11.98938956
1.5628815,1.390708679,0.475820241,2,5.435166568,0.023112761,insig,no,COG4096,12.80684548,12.33102524
1.747411223,1.389857312,0.474936778,2,7.102296844,0.007277725,insig,no,COG1989,12.46658181,11.99164503
1.732377438,1.389419784,0.474482545,2,6.055144279,0.015039034,insig,no,COG3468,11.94089615,11.46641361
1.492508843,1.384864003,0.469744307,2,4.394909512,0.047533567,insig,no,COG1092,12.11107557,11.64133126
1.276706013,1.381034066,0.465748907,2,3.404939669,0.094408484,insig,no,COG2309,13.28551827,12.81976936
1.268985186,1.379390036,0.464030451,2,3.505632213,0.088043956,insig,no,COG1190,12.07403164,11.61000119
1.457832399,1.378516795,0.463116845,2,4.835053437,0.035035142,insig,no,COG0274,12.86227026,12.39915342
1.532019935,1.378095296,0.462675654,2,4.749258092,0.037181838,insig,no,COG0811,10.87271798,10.41004233
1.502838388,1.377015711,0.461545019,2,4.572481443,0.042028697,insig,no,COG2274,12.52584844,12.06430342
0.575516831,1.376248719,0.460741221,2,1.043006517,0.485315043,insig,no,COG2801,8.686438989,8.225697768
1.341249467,1.373789888,0.45816137,2,3.212857211,0.107853342,insig,no,COG3668,11.59965649,11.14149512
1.367420583,1.373597886,0.457959724,2,3.525657333,0.086830317,insig,no,COG3440,13.17243138,12.71447166
1.508375967,1.372507927,0.456814481,2,5.198643059,0.027230305,insig,no,COG1562,11.34510855,10.88829407
1.762330521,1.370671992,0.454883369,2,7.810255368,0.00445532,insig,no,COG1208,11.0661681,10.61128473
1.479571125,1.369793329,0.453958239,2,5.093917381,0.029280472,insig,no,COG0515,9.860004042,9.406045803
1.431563897,1.369101093,0.453228978,2,4.642953499,0.040025036,insig,no,COG4972,13.50866619,13.05543721
1.979962104,1.368573654,0.45267308,2,10.89454831,0.000525308,insig,no,COG2931,9.318221096,8.865548016
1.805938325,1.368056014,0.452127302,2,7.836805162,0.004374079,insig,no,COG1429,12.45112086,11.99899356
1.185764664,1.367567447,0.451611987,2,3.192646196,0.109374915,insig,no,COG4270,13.31179757,12.86018558
1.544810731,1.367286033,0.451315083,2,4.77386311,0.036553083,insig,no,COG0530,12.69456899,12.24325391
0.557142855,1.364258532,0.448117066,2,1.055050585,0.481280346,insig,no,COG5421,13.03183221,12.58371515
1.093407926,1.363072148,0.446861927,2,2.412739238,0.187798932,insig,no,COG5285,12.39064238,11.94378045
1.397296269,1.357337067,0.440779029,2,4.509834659,0.043893933,insig,no,COG3147,13.42624607,12.98546704
1.841978011,1.355652292,0.438987192,2,8.874916651,0.002130021,insig,no,COG1898,11.86899242,11.43000522
1.335180964,1.354241115,0.437484625,2,3.881313999,0.067859095,insig,no,COG2804,11.2668717,10.82938708
1.535050997,1.35335693,0.436542381,2,4.23689672,0.05303554,insig,no,COG0421,12.95874038,12.522198
1.146593005,1.35149093,0.43455183,2,2.946036199,0.129764153,insig,no,COG2165,10.5689365,10.13438467
1.651288459,1.351184363,0.434224537,2,5.580955208,0.020891281,insig,no,COG1075,12.22322957,11.78900503
1.339743772,1.350158108,0.433128362,2,3.222164642,0.107159775,insig,no,COG4225,13.19844747,12.7653191
1.748824193,1.349032076,0.431924652,2,6.421618475,0.011665416,insig,no,COG2304,10.0667674,9.634842747
1.471048366,1.34894107,0.431827324,2,4.591763952,0.041470695,insig,no,COG1703,12.99147466,12.55964734
1.569178517,1.347492543,0.430277289,2,5.142554652,0.0283098,insig,no,COG0241,12.80230204,12.37202475
1.622175381,1.34667868,0.429405662,2,6.346729623,0.012286948,insig,no,COG1178,11.62332329,11.19391763
0.8872325,1.346448933,0.429159514,2,1.917983748,0.26462408,insig,no,COG1316,12.71868217,12.28952265
0.864839034,1.345092102,0.427704962,2,1.8674358,0.274060098,insig,no,COG3385,11.16967033,10.74196537
1.370310179,1.344377287,0.426938073,2,4.098441479,0.058377592,insig,no,COG2319,11.81442316,11.38748509
1.284859701,1.342733548,0.425173045,2,3.430875382,0.092726443,insig,no,COG2333,12.56032686,12.13515381
1.142172229,1.342396533,0.424810895,2,2.512507107,0.175250795,insig,no,COG2026,12.49033078,12.06551989
1.512432427,1.341493694,0.423840273,2,5.058156522,0.030015333,insig,no,COG0116,13.41833051,12.99449023
1.86271649,1.341375663,0.423713333,2,9.013023846,0.001935573,insig,no,COG1807,10.85550337,10.43179004
1.80928403,1.338933788,0.421084619,2,7.527944221,0.005418299,insig,no,COG4222,13.11241901,12.69133439
1.725358157,1.338156599,0.420246958,2,6.912567093,0.008300609,insig,no,COG0399,10.32071978,9.900472826
1.581079812,1.333270743,0.414969774,2,5.550874555,0.021331444,insig,no,COG1189,12.5737474,12.15877763
1.630698694,1.333015777,0.414693856,2,5.42152964,0.023332268,insig,no,COG2374,11.4488332,11.03413935
1.849539404,1.331897658,0.413483231,2,7.931040769,0.004097499,insig,no,COG1404,10.01714218,9.603658944
1.730271621,1.331185833,0.412711985,2,5.825567499,0.017633131,insig,no,COG1088,11.62568466,11.21297268
1.512030901,1.327537498,0.408752613,2,5.316665819,0.025091355,insig,no,COG3011,12.11064675,11.70189413
0.885013862,1.327468575,0.408677709,2,1.945183171,0.259681803,insig,no,COG0076,12.74363459,12.33495688
1.511685579,1.325364984,0.40638971,2,4.530519867,0.043269076,insig,no,COG1233,10.45075777,10.04436806
1.756235899,1.324520601,0.405470283,2,7.675091491,0.00489291,insig,no,COG4932,10.81398624,10.40851596
1.629721358,1.324472489,0.405417877,2,5.025752155,0.030697135,insig,no,COG1729,11.66467992,11.25926204
0.895011723,1.323798734,0.404683796,2,1.7853894,0.290097667,insig,no,COG2853,13.43643627,13.03175247
1.382842774,1.322783463,0.403576915,2,3.950045445,0.06470202,insig,no,COG0848,10.66381743,10.26024052
1.808874233,1.322618782,0.403397294,2,7.41608904,0.005855106,insig,no,COG3620,13.23291668,12.82951939
0.887550581,1.322205521,0.402946444,2,1.616173075,0.326199601,insig,no,COG3369,13.38613143,12.98318498
1.86336669,1.319477259,0.399966486,2,8.221653535,0.00334993,insig,no,COG0058,12.60135977,12.20139328
1.029420224,1.3186774,0.399091669,2,2.586978107,0.166433977,insig,no,COG3917,12.42589196,12.0268003
1.382315537,1.31618907,0.396366747,2,3.609229525,0.081943338,insig,no,COG3746,13.211895,12.81552826
1.57213972,1.315843685,0.395988115,2,4.271320788,0.051785041,insig,no,COG1331,12.67777024,12.28178212
1.287978193,1.315688179,0.395817608,2,3.732956893,0.075208686,insig,no,COG0631,12.14006182,11.74424421
1.062812893,1.312914948,0.39277346,2,2.250714466,0.21012002,insig,no,COG2865,13.07948731,12.68671385
1.472311026,1.309829286,0.389378794,2,4.253046567,0.052445159,insig,no,COG4447,11.55584098,11.16646219
1.242383161,1.308824488,0.388271647,2,3.414835208,0.093763146,insig,no,COG3662,12.99269001,12.60441836
1.450648607,1.306687384,0.385914028,2,4.462459838,0.045359236,insig,no,COG5492,11.11822987,10.73231584
1.306985171,1.305173762,0.384241891,2,3.210395791,0.108037511,insig,no,COG3540,11.36081042,10.97656853
1.457480245,1.304441038,0.383431734,2,4.940169379,0.032573231,insig,no,COG0611,12.30659185,11.92316012
1.716401784,1.302387815,0.381159107,2,7.298014936,0.006354459,insig,no,COG1985,11.63709026,11.25593115
0.831728753,1.301107187,0.379739818,2,1.243521851,0.422340396,insig,no,COG2130,12.54880277,12.16906295
0.784761811,1.300136979,0.37866363,2,1.298480349,0.406554213,insig,no,COG4448,12.97443634,12.59577271
1.720353435,1.299542769,0.378004115,2,7.415650021,0.005856888,insig,no,COG2887,11.29667332,10.9186692
1.161780596,1.298742847,0.377115803,2,3.094776349,0.117052175,insig,no,COG0362,13.17299355,12.79587775
1.204361681,1.297866479,0.37614197,2,2.668631713,0.157275765,insig,no,COG0415,10.66569243,10.28955046
1.517926409,1.296958276,0.375132068,2,3.679640101,0.078040125,insig,no,COG2373,11.35622522,10.98109316
1.229922624,1.296716999,0.374863654,2,2.735861724,0.150114816,insig,no,COG2133,9.729107258,9.354243604
1.306353564,1.295079905,0.373041113,2,3.76019809,0.073801907,insig,no,COG3844,12.9588851,12.58584399
1.166539524,1.294096516,0.37194522,2,2.757883588,0.147840804,insig,no,COG3344,12.18029768,11.80835246
1.668571093,1.293691225,0.37149332,2,5.556878366,0.021242857,insig,no,COG0709,13.31122263,12.93972931
1.144187628,1.292004711,0.369611331,2,2.357555045,0.19512154,insig,no,COG2993,12.8349525,12.46534117
0.942230386,1.29187588,0.369467466,2,2.063102333,0.23930089,insig,no,COG0075,12.42195031,12.05248284
1.590846608,1.290990982,0.368478922,2,6.018084695,0.015430358,insig,no,COG0787,11.59378702,11.2253081
1.539842558,1.288015371,0.365149811,2,4.40522873,0.047194785,insig,no,COG5276,12.44578272,12.08063291
1.74605262,1.286600954,0.363564664,2,6.922377623,0.008244355,insig,no,COG0758,11.91415882,11.55059416
1.817410648,1.286402987,0.363342661,2,8.241520366,0.003304115,insig,no,COG0265,9.793074045,9.429731384
1.082964339,1.285946083,0.362830155,2,2.386232734,0.191281237,insig,no,COG1660,13.1173181,12.75448794
1.336137605,1.285682574,0.362534496,2,3.958334876,0.064331321,insig,no,COG1162,12.55061233,12.18807784
1.277107404,1.283004929,0.359526713,2,3.380659379,0.096010807,insig,no,COG1321,13.18733749,12.82781078
1.11614523,1.280951745,0.357216129,2,2.092169097,0.234527809,insig,no,COG3609,12.63409282,12.2768767
0.822856737,1.280366628,0.356556979,2,1.727618531,0.301949977,insig,no,COG2345,13.32335959,12.96680261
1.137066969,1.280122441,0.356281807,2,2.704975812,0.153363193,insig,no,COG0575,12.86118139,12.50489958
1.018995729,1.278249681,0.354169666,2,2.503096638,0.176397664,insig,no,COG0160,11.87569399,11.52152433
1.422262763,1.278090876,0.353990419,2,3.907469563,0.066639918,insig,no,COG1649,13.0664292,12.71243878
1.52501889,1.276353285,0.352027711,2,5.07648282,0.029636465,insig,no,COG0579,12.28450163,11.93247392
1.04548164,1.274641108,0.350091094,2,2.193813573,0.218572898,insig,no,COG3428,12.88576742,12.53567632
1.853582362,1.27452206,0.349956344,2,6.719089619,0.009491885,insig,no,COG1565,12.33711855,11.98716221
1.1116393,1.274069693,0.349444196,2,2.477430785,0.179563897,insig,no,COG3046,11.56074867,11.21130447
1.800878875,1.27362394,0.348939359,2,5.730329209,0.018836449,insig,no,COG1708,12.13206287,11.78312351
1.302071507,1.272696593,0.347888526,2,3.010946092,0.124055182,insig,no,COG1520,10.31895436,9.971065837
1.124738812,1.272255835,0.347388808,2,2.685283572,0.155470895,insig,no,COG1216,9.178467173,8.831078365
1.044209018,1.272156617,0.347276293,2,2.638456238,0.160599996,insig,no,COG4654,12.77982338,12.43254709
1.235389948,1.271478994,0.346507628,2,3.470581786,0.090209189,insig,no,COG0463,10.05523059,9.708722962
1.509733236,1.27100339,0.345967878,2,5.013911758,0.030950108,insig,no,COG0580,12.07797206,11.73200419
1.253717311,1.267312188,0.34177196,2,3.499230105,0.088435529,insig,no,COG0295,12.9929205,12.65114854
1.296858623,1.266583155,0.340941797,2,3.648559006,0.079739645,insig,no,COG0464,12.15224449,11.81130269
1.507072224,1.266543921,0.340897107,2,5.019146267,0.030838015,insig,no,COG0020,11.65384599,11.31294888
1.011627297,1.266411161,0.340745875,2,2.292801378,0.204078856,insig,no,COG3152,12.47156982,12.13082395
1.103882188,1.265872477,0.340132076,2,2.283853771,0.205348488,insig,no,COG3173,11.58618373,11.24605165
1.302394145,1.265786256,0.340033808,2,3.4208557,0.09337268,insig,no,COG1070,11.89448731,11.5544535
1.167925495,1.265601994,0.339823778,2,2.630440849,0.161494748,insig,no,COG1459,11.6830195,11.34319572
1.454850348,1.264867346,0.338986089,2,4.806921214,0.035725024,insig,no,COG2172,13.43644267,13.09745658
0.77512129,1.264487917,0.338553252,2,1.647760431,0.319135182,insig,no,COG3427,13.33698121,12.99842795
