Vip,FC,log2FC,ConcordGroup,logp,p,type,A,comp,log2Dry,log2Wet
0.922597038,1.159245393,0.213185994,3,1.325660402,0.398966522,insig,no,COG1014,12.72441365,12.51122765
0.995267181,1.157940757,0.211561444,3,2.301448956,0.202859257,insig,no,COG1410,10.99981874,10.7882573
0.641648553,1.157496347,0.21100764,3,1.269315514,0.414856555,insig,no,COG3022,12.9789205,12.76791286
1.275445886,1.15694565,0.210321092,3,3.734067663,0.075150803,insig,no,COG0226,11.23598043,11.02565934
0.691831166,1.156477404,0.209737078,3,1.394794994,0.380298725,insig,no,COG1055,12.58642061,12.37668354
1.563518492,1.156469516,0.209727238,3,5.58072372,0.020894634,insig,no,COG0621,10.61603811,10.40631088
0.780799099,1.155652357,0.208707472,3,1.653648131,0.317835432,insig,no,COG2151,11.83809501,11.62938754
1.294510564,1.155584898,0.208623255,3,3.737195762,0.074988035,insig,no,COG0512,11.73560882,11.52698557
0.623781724,1.155554721,0.20858558,3,1.221578444,0.4288133,insig,no,COG5295,11.81837755,11.60979197
1.35087305,1.155395049,0.208386218,3,4.015717806,0.061822774,insig,no,COG0223,11.36079752,11.1524113
1.00829271,1.155313931,0.208284925,3,2.087009947,0.235367993,insig,no,COG0314,13.2915811,13.08329617
0.951574562,1.154935868,0.207812743,3,2.069928392,0.238171321,insig,no,COG2242,12.446823,12.23901025
1.139697841,1.15422876,0.206929184,3,2.708354234,0.153004476,insig,no,COG0414,11.91457425,11.70764506
1.207705153,1.153988282,0.206628574,3,3.145276626,0.113025748,insig,no,COG0294,11.68490017,11.47827159
1.162839901,1.153642855,0.206196663,3,2.988418812,0.126007472,insig,no,COG0099,11.66196777,11.45577111
1.278055128,1.153165954,0.205600148,3,3.781345431,0.072727993,insig,no,COG0042,11.13271901,10.92711886
1.206442665,1.153110723,0.205531049,3,3.389983227,0.09539231,insig,no,COG0394,11.22895743,11.02342638
1.386661428,1.1531053,0.205524264,3,4.22187806,0.053590532,insig,no,COG0037,11.23312365,11.02759938
1.401812068,1.153052129,0.205457738,3,4.366727049,0.048471245,insig,no,COG1314,12.14799405,11.94253631
0.925824376,1.152799712,0.20514188,3,2.013512185,0.247669448,insig,no,COG0470,11.48859522,11.28345334
1.343531649,1.152069118,0.204227274,3,4.074591216,0.059350697,insig,no,COG0743,11.86314926,11.65892199
1.259088292,1.151741245,0.203816632,3,2.235543235,0.212341279,insig,no,COG0521,12.75842114,12.55460451
1.320630914,1.151445841,0.203446555,3,3.62136129,0.081257158,insig,no,COG0449,10.98179904,10.77835249
1.27118423,1.151215433,0.203157838,3,3.58920845,0.083088438,insig,no,COG0413,11.90930397,11.70614613
1.298895986,1.151138145,0.203060978,3,3.894115527,0.067259622,insig,no,COG0690,11.69926182,11.49620084
1.31693634,1.150940199,0.202812875,3,3.928713223,0.065665836,insig,no,COG0307,11.930915,11.72810212
0.904206361,1.150749185,0.202573421,3,2.121436439,0.229817977,insig,no,COG3639,11.98264539,11.78007197
1.290308054,1.150725621,0.202543879,3,3.466372421,0.090472778,insig,no,COG0313,11.75770658,11.5551627
1.123703311,1.150707957,0.202521732,3,2.679870313,0.156055346,insig,no,COG0685,11.85104734,11.64852561
0.438272834,1.150422845,0.202164231,3,0.619115775,0.651069845,insig,no,COG0046,8.985867236,8.783703006
1.271649154,1.15000065,0.201634676,3,3.507027472,0.087958849,insig,no,COG0193,11.89979735,11.69816268
0.792654124,1.149548703,0.20106759,3,1.457272846,0.364180897,insig,no,COG3496,12.86867407,12.66760648
1.398325788,1.149542656,0.201060001,3,4.426238271,0.046512482,insig,no,COG0089,11.79639696,11.59533696
1.473815327,1.149260975,0.200706443,3,5.009473929,0.031045459,insig,no,COG0217,11.65008822,11.44938178
1.216864287,1.149227407,0.200664304,3,3.162825083,0.111659269,insig,no,COG0576,11.77118481,11.57052051
0.615039701,1.149134781,0.20054802,3,1.045182253,0.484583688,insig,no,COG2928,13.27827061,13.07772259
1.222599056,1.14907405,0.200471773,3,3.362248697,0.097243882,insig,no,COG0594,12.0717108,11.87123903
1.457269572,1.148530372,0.199789008,3,2.587428499,0.166382027,insig,no,COG1231,12.82788001,12.628091
0.896365847,1.148120198,0.199273688,3,2.09642705,0.233836647,insig,no,COG2378,11.08580945,10.88653576
1.073133569,1.14728665,0.198225894,3,2.546370767,0.171185123,insig,no,COG1399,12.36461646,12.16639056
1.016931569,1.147101835,0.197993473,3,2.499815225,0.176799338,insig,no,COG1420,12.25202513,12.05403166
1.193413986,1.146949387,0.197801729,3,3.077585065,0.118455323,insig,no,COG0127,11.74159678,11.54379506
1.292653899,1.146780322,0.197589055,3,3.496787508,0.088585384,insig,no,COG0812,11.64906946,11.4514804
1.023299456,1.146603886,0.197367073,3,2.144316839,0.226201933,insig,no,COG0509,12.15646929,11.95910222
1.359493435,1.146154613,0.196801673,3,4.028830358,0.061263417,insig,no,COG0571,11.84006336,11.64326169
1.022923879,1.145822252,0.19638326,3,1.995533365,0.250775208,insig,no,COG1136,10.40465233,10.20826907
1.481803581,1.145652803,0.196169893,3,4.879507602,0.033972057,insig,no,COG0169,11.61848601,11.42231612
0.704171893,1.145500376,0.195977933,3,1.194483488,0.436942854,insig,no,COG2080,12.32993296,12.13395503
0.729997234,1.145490854,0.19596594,3,1.378839553,0.38452797,insig,no,COG5640,13.18926048,12.99329454
0.936099438,1.14542356,0.195881183,3,2.161728566,0.223488335,insig,no,COG0649,11.53324385,11.33736267
1.450395651,1.145361403,0.195802893,3,4.733888937,0.037580057,insig,no,COG1612,11.8710769,11.67527401
1.389509502,1.145329606,0.19576284,3,4.263276916,0.052074579,insig,no,COG0002,11.82425209,11.62848925
1.438671469,1.145073222,0.195439855,3,4.532876956,0.043198441,insig,no,COG0061,11.79199778,11.59655792
0.999444451,1.145046698,0.195406437,3,2.172977868,0.221752478,insig,no,COG0720,12.27290578,12.07749934
0.643115917,1.144899862,0.195221419,3,1.165157109,0.445915697,insig,no,COG3852,13.02558956,12.83036814
1.407550352,1.144797189,0.195092035,3,4.559869242,0.042397728,insig,no,COG0325,11.88717664,11.6920846
1.212386481,1.144714686,0.194988059,3,2.7530663,0.148335283,insig,no,COG1109,10.21106949,10.01608143
0.997360487,1.144676591,0.194940047,3,2.201273312,0.21744564,insig,no,COG1194,12.10287733,11.90793729
1.300659785,1.144614215,0.194861429,3,3.781606237,0.072714846,insig,no,COG0134,11.97504604,11.78018462
0.797131127,1.144377784,0.194563396,3,0.919323651,0.528756848,insig,no,COG2960,11.91555705,11.72099365
0.885326817,1.144198838,0.194337785,3,1.443048088,0.367789427,insig,no,COG2963,9.908129398,9.713791613
1.251227081,1.143757141,0.193780751,3,3.386610809,0.095615558,insig,no,COG0838,12.00176692,11.80798617
1.155213223,1.143629516,0.19361976,3,2.892160964,0.134701613,insig,no,COG1235,12.00018926,11.8065695
1.182885158,1.143524019,0.193486669,3,3.008132234,0.124297378,insig,no,COG0547,11.82170554,11.62821887
1.307079675,1.143230198,0.19311593,3,3.960898554,0.064217105,insig,no,COG1546,11.832165,11.63904907
1.191514703,1.142196073,0.191810329,3,2.892433638,0.134676157,insig,no,COG0353,11.79218605,11.60037572
1.00467035,1.142082213,0.191666507,3,2.090595283,0.234783791,insig,no,COG0284,11.79627894,11.60461244
0.929842682,1.140990154,0.190286342,3,1.461441374,0.36313015,insig,no,COG0606,11.87683945,11.68655311
1.146541026,1.139622416,0.188555904,3,2.437509294,0.184602079,insig,no,COG0210,9.904504114,9.71594821
1.075957825,1.1391703,0.187983439,3,2.307986876,0.201942031,insig,no,COG0066,11.76158045,11.57359701
1.232627155,1.139126085,0.187927441,3,3.489538632,0.089031605,insig,no,COG0186,11.79887144,11.610944
1.169333181,1.138899181,0.187640041,3,3.171537956,0.110986957,insig,no,COG0299,12.02025329,11.83261325
1.106599101,1.13887763,0.187612741,3,2.81339279,0.142260516,insig,no,COG1792,12.25022051,12.06260777
1.209808592,1.138850605,0.187578506,3,2.827602711,0.14086619,insig,no,COG0768,10.3527106,10.16513209
0.992022933,1.138558005,0.187207793,3,0.883924495,0.541891343,insig,no,COG1402,12.78992734,12.60271954
0.864556314,1.138289342,0.186867323,3,0.871871076,0.546437699,insig,no,COG1696,12.83166746,12.64480014
1.115996491,1.138087732,0.186611775,3,2.942246781,0.130105443,insig,no,COG0192,11.34691869,11.16030691
1.387974485,1.137892494,0.18636426,3,4.373910518,0.048230497,insig,no,COG1327,11.99194704,11.80558278
0.98834905,1.137145352,0.185416674,3,2.300157895,0.203040876,insig,no,COG2721,12.69153097,12.5061143
1.273769438,1.136979129,0.185205772,3,3.659836411,0.079118758,insig,no,COG0149,11.78655658,11.60135081
1.014221016,1.136353882,0.184412187,3,2.470468998,0.180432484,insig,no,COG0017,13.26503635,13.08062416
1.160791152,1.136064465,0.184044701,3,3.152943505,0.112426691,insig,no,COG1825,11.93975538,11.75571068
1.22271007,1.135929858,0.183873754,3,3.314250993,0.100533555,insig,no,COG0244,11.77018169,11.58630793
1.320723122,1.13575036,0.183645763,3,3.867264134,0.068523178,insig,no,COG0087,11.71126667,11.52762091
0.498626327,1.135422813,0.183229634,3,0.69755896,0.616614636,insig,no,COG1442,12.84131215,12.65808252
0.937569473,1.135422365,0.183229064,3,2.131984644,0.2281438,insig,no,COG1003,11.33063133,11.14740227
1.255495393,1.135251318,0.183011712,3,3.449967222,0.091507435,insig,no,COG0126,11.50664564,11.32363393
1.337787498,1.135078844,0.182792513,3,3.484210388,0.089361029,insig,no,COG0342,11.22652513,11.04373262
1.288654134,1.134597469,0.182180551,3,3.667621532,0.078692964,insig,no,COG0097,11.75896905,11.5767885
0.82428521,1.134446483,0.181988553,3,1.269742799,0.414733704,insig,no,COG2264,12.32041685,12.1384283
1.263460482,1.134342513,0.181856326,3,3.577275587,0.083778532,insig,no,COG0712,11.83943726,11.65758093
0.978502413,1.134325806,0.181835077,3,2.235117394,0.212403966,insig,no,COG1008,11.32179662,11.13996154
1.449808119,1.133604911,0.180917913,3,4.583573201,0.041706811,insig,no,COG0103,11.8229563,11.64203839
0.75968728,1.133163051,0.180355466,3,1.177732351,0.442045766,insig,no,COG1610,12.50047719,12.32012173
1.345608445,1.132841133,0.179945555,3,3.995190088,0.062708721,insig,no,COG0721,11.99320632,11.81326076
1.347266104,1.132640737,0.179690324,3,4.168650672,0.055604649,insig,no,COG0090,11.6858533,11.50616298
1.123555557,1.132555516,0.179581771,3,2.922225629,0.131923581,insig,no,COG0233,11.74948812,11.56990635
1.244663694,1.132432432,0.179424973,3,3.474616428,0.089957263,insig,no,COG0255,11.79649549,11.61707052
1.028418909,1.132205473,0.179135802,3,2.358569226,0.194984422,insig,no,COG0106,11.8177837,11.63864789
0.594695339,1.132049773,0.178937391,3,0.813575511,0.568969999,insig,no,COG4233,12.47281747,12.29388008
1.260324783,1.13186981,0.178708026,3,3.593047141,0.082867652,insig,no,COG1381,12.01874389,11.84003586
0.814627545,1.131768608,0.178579027,3,0.950618863,0.517410464,insig,no,COG1236,11.85989277,11.68131374
1.031282739,1.131405683,0.178116323,3,1.57454606,0.335748752,insig,no,COG1994,12.44206096,12.26394463
1.201976326,1.131213751,0.177871563,3,3.21322858,0.107825583,insig,no,COG1354,11.88373139,11.70585983
1.29011812,1.130534127,0.177004543,3,3.723737653,0.075690831,insig,no,COG0482,11.60880215,11.43179761
1.315454245,1.130381459,0.176809707,3,3.889068888,0.067495312,insig,no,COG0802,12.06618047,11.88937077
1.507319685,1.130360568,0.176783044,3,3.987931929,0.063025002,insig,no,COG1452,11.66515774,11.4883747
0.722211543,1.130325018,0.17673767,3,1.087303429,0.470640236,insig,no,COG0432,13.25192802,13.07519035
1.169668613,1.13013876,0.17649992,3,3.042364862,0.121382735,insig,no,COG2001,12.01890194,11.84240202
0.657681993,1.130129315,0.176487862,3,1.072741114,0.475414854,insig,no,COG0554,11.91624608,11.73975821
0.637887533,1.129979927,0.176297144,3,1.045010681,0.48464132,insig,no,COG0859,10.82675913,10.65046198
1.109949866,1.129876435,0.176165006,3,2.931969313,0.131035597,insig,no,COG0147,10.84366026,10.66749525
1.014001368,1.129844916,0.176124761,3,2.507282871,0.175886557,insig,no,COG1043,12.17444529,11.99832053
0.902660567,1.129651902,0.17587828,3,1.791525777,0.288866383,insig,no,COG1253,10.79998371,10.62410543
1.443482057,1.12963996,0.175863029,3,4.359755426,0.048706042,insig,no,COG1198,11.21544259,11.03957956
1.264959825,1.129302338,0.175431778,3,3.612718468,0.08174541,insig,no,COG1466,11.83395356,11.65852178
0.842169238,1.128791248,0.174778707,3,1.485342713,0.35716368,insig,no,COG0545,11.49185901,11.3170803
1.129523581,1.128586343,0.174516797,3,2.798636629,0.143723051,insig,no,COG0459,10.71249155,10.53797475
1.194982476,1.12836149,0.174229334,3,3.336868038,0.098969785,insig,no,COG0669,11.88422432,11.70999498
0.882255414,1.127961917,0.173718359,3,0.654307811,0.635380266,insig,no,COG1376,11.07987824,10.90615988
0.996913094,1.127939236,0.173689349,3,2.432728511,0.185214826,insig,no,COG0377,11.87972558,11.70603623
0.980510202,1.127496508,0.173122965,3,2.342667866,0.197145425,insig,no,COG1950,12.77139662,12.59827365
1.165406871,1.127307118,0.172880609,3,3.057343006,0.120129052,insig,no,COG0238,11.79742055,11.62453994
0.728047086,1.126833805,0.17227475,3,1.084646036,0.471507938,insig,no,COG0767,11.9675986,11.79532385
1.055559382,1.126816577,0.172252693,3,2.154688321,0.224581607,insig,no,COG0263,11.87392768,11.70167499
0.770192945,1.126810682,0.172245145,3,1.278711794,0.412163372,insig,no,COG0588,12.04478189,11.87253675
0.750839617,1.126769973,0.172193023,3,0.880403482,0.543215488,insig,no,COG2835,13.03129345,12.85910043
1.36050953,1.126292448,0.17158148,3,4.206642533,0.054159471,insig,no,COG0204,10.13733403,9.965752546
1.196753954,1.126008651,0.171217911,3,3.242915904,0.105629455,insig,no,COG0799,11.82986282,11.65864491
0.970851786,1.125959828,0.171155356,3,1.088257151,0.470329213,insig,no,COG0428,12.26916081,12.09800545
0.83701273,1.125784319,0.170930458,3,1.409157106,0.376531611,insig,no,COG0315,13.22661086,13.05568041
0.988250988,1.125757993,0.170896721,3,2.384924517,0.191454766,insig,no,COG1058,12.15374648,11.98284976
1.022525413,1.125428745,0.170474718,3,2.494498975,0.177452035,insig,no,COG2021,11.58770953,11.41723481
1.379559248,1.125330062,0.17034821,3,4.049219749,0.06040368,insig,no,COG0526,9.693037241,9.522689032
0.712624571,1.124582681,0.169389735,3,0.914735204,0.53044122,insig,no,COG1804,10.66418306,10.49479333
1.068708325,1.124385581,0.169136858,3,2.385534434,0.191373844,insig,no,COG1364,11.73620916,11.5670723
0.977093318,1.123729505,0.168294804,3,2.361706005,0.194560938,insig,no,COG0041,12.09991297,11.93161816
1.359787131,1.123684371,0.168236857,3,4.143005133,0.056601923,insig,no,COG0102,11.83958213,11.67134527
1.084408565,1.123667935,0.168215756,3,2.806644815,0.142927476,insig,no,COG0566,10.52337896,10.35516321
0.870638874,1.123499141,0.167999021,3,1.604482845,0.328853551,insig,no,COG0635,11.34492991,11.17693089
1.246636718,1.122941697,0.167283026,3,3.460622528,0.090834079,insig,no,COG1132,9.473053271,9.305770245
0.704340029,1.122838918,0.167150974,3,1.137497745,0.454547275,insig,no,COG0404,11.16665187,10.9995009
0.792665665,1.122739061,0.167022666,3,1.554251273,0.340505198,insig,no,COG1045,12.09600572,11.92898305
1.307511762,1.122328975,0.166495618,3,3.689543264,0.077506265,insig,no,COG0750,11.57710142,11.4106058
1.112148035,1.121604318,0.165563808,3,2.684798872,0.155523137,insig,no,COG0345,11.86198454,11.69642073
0.968410701,1.121414691,0.165319875,3,1.998808708,0.25020652,insig,no,COG0283,11.8217985,11.65647862
0.868637188,1.120223902,0.163787116,3,1.921120782,0.264049299,insig,no,COG0634,12.37470236,12.21091525
1.331613991,1.119620396,0.163009674,3,3.833351543,0.070152993,insig,no,COG0272,11.1065952,10.94358552
1.085933588,1.119259402,0.162544437,3,2.633161838,0.161190448,insig,no,COG0159,11.91336839,11.75082395
0.776009741,1.119220505,0.162494299,3,1.422532005,0.373057003,insig,no,COG0796,12.3370663,12.174572
0.759214172,1.119108366,0.162349743,3,1.644884119,0.319772079,insig,no,COG0326,12.87515845,12.71280871
1.106646592,1.119086927,0.162322105,3,2.720008898,0.151773424,insig,no,COG0359,11.85331207,11.69098996
0.534429461,1.118366007,0.161392416,3,0.684635837,0.622162852,insig,no,COG0551,13.22016177,13.05876935
1.097463078,1.118053218,0.16098886,3,2.785851678,0.145002364,insig,no,COG0198,11.74904212,11.58805326
0.82691625,1.117516772,0.160296484,3,1.417703193,0.374307746,insig,no,COG3239,11.53963248,11.379336
1.053652873,1.117192757,0.159878126,3,2.1377554,0.227233052,insig,no,COG0761,11.64857285,11.48869472
1.077693339,1.116984721,0.159609451,3,1.680375882,0.312001337,insig,no,COG3391,9.991738154,9.832128703
1.186927193,1.116654202,0.15918249,3,3.142557557,0.11323897,insig,no,COG0772,10.67707279,10.51789029
1.141778493,1.11661338,0.159129749,3,2.487400284,0.178327328,insig,no,COG0324,11.78182145,11.6226917
0.677868157,1.116378075,0.158825697,3,0.799708325,0.574465307,insig,no,COG3055,12.91087525,12.75204956
1.657727476,1.116242939,0.15865105,3,5.368718004,0.0242022,insig,no,COG4974,10.22913023,10.07047918
1.075370322,1.116210863,0.158609592,3,2.583661446,0.166817038,insig,no,COG0452,11.58120923,11.42259964
0.660301932,1.115911072,0.158222062,3,0.895200706,0.53767239,insig,no,COG2124,10.8887322,10.73051014
1.121956416,1.115417444,0.157583738,3,2.997113863,0.125250315,insig,no,COG0040,11.8880272,11.73044347
1.081964076,1.115330312,0.157471036,3,2.219386799,0.214732609,insig,no,COG0728,11.44392305,11.28645201
0.820287542,1.115163538,0.157255296,3,1.824398348,0.28235883,insig,no,COG0639,11.64791899,11.4906637
1.122314694,1.114714572,0.156674348,3,3.008538782,0.124262356,insig,no,COG0098,11.74224608,11.58557173
1.006329699,1.114625202,0.156558679,3,2.440655302,0.184199966,insig,no,COG0211,11.82324276,11.66668408
0.897445306,1.114128365,0.155915463,3,2.019781379,0.246595542,insig,no,COG0303,12.39346191,12.23754645
1.03287368,1.113943784,0.155676428,3,2.541098347,0.171811874,insig,no,COG0232,11.90113868,11.74546226
0.47157727,1.113943254,0.155675742,3,0.739245451,0.599052583,insig,no,COG3396,13.25676333,13.10108759
1.180105579,1.113685769,0.155342228,3,2.869444962,0.136839348,insig,no,COG0082,11.63607236,11.48073013
0.693831634,1.113268968,0.154802193,3,0.869828216,0.547212004,insig,no,COG2166,12.72566587,12.57086368
1.080970573,1.112667687,0.154022777,3,2.810331719,0.142562681,insig,no,COG0051,11.68723328,11.5332105
1.229599861,1.112647394,0.153996464,3,3.246340458,0.105379018,insig,no,COG0703,11.90243487,11.74843841
1.090322011,1.112511392,0.153820109,3,2.830672324,0.140566788,insig,no,COG1386,11.9396613,11.78584119
1.197947188,1.112147464,0.153348093,3,3.322049604,0.099991578,insig,no,COG0109,11.75180873,11.59846064
1.22518051,1.112116633,0.153308099,3,3.451323504,0.091421449,insig,no,COG2114,11.25940775,11.10609965
0.624975057,1.111901315,0.153028749,3,0.691905623,0.61903564,insig,no,COG4962,11.65169802,11.49866928
1.057361411,1.111849497,0.152961514,3,2.042570276,0.242730907,insig,no,COG1758,11.90588415,11.75292264
0.678592255,1.111793386,0.152888704,3,0.957319319,0.515012974,insig,no,COG3476,12.5729244,12.4200357
1.086536464,1.111649967,0.152702588,3,2.752615388,0.148381652,insig,no,COG0331,11.79689583,11.64419324
1.086915363,1.111520123,0.152534067,3,2.203490679,0.217111691,insig,no,COG0533,11.54632824,11.39379417
0.948128235,1.111473456,0.152473495,3,2.14305222,0.226400301,insig,no,COG0794,12.18695536,12.03448186
1.130275939,1.111122609,0.152018023,3,2.864499154,0.137309262,insig,no,COG0054,11.90417009,11.75215207
1.115505584,1.110849254,0.151663051,3,2.468487158,0.180680516,insig,no,COG0770,11.38011638,11.22845333
0.90632085,1.109710578,0.150183459,3,2.051280383,0.241269862,insig,no,COG0026,11.74480458,11.59462112
1.338711714,1.109324969,0.149682055,3,3.740749849,0.074803529,insig,no,COG0735,10.97663772,10.82695566
1.09641834,1.109316162,0.149670601,3,2.686468206,0.155343286,insig,no,COG0088,11.68863839,11.53896779
0.882147574,1.109296954,0.14964562,3,2.018830343,0.246758153,insig,no,COG0736,12.23858351,12.08893789
0.801343286,1.109276286,0.14961874,3,1.604301042,0.328894995,insig,no,COG1663,12.53595561,12.38633687
0.712983519,1.109236071,0.149566438,3,1.41580584,0.374800338,insig,no,COG2096,12.28373027,12.13416383
1.117895331,1.108760076,0.148947216,3,2.861044382,0.137638465,insig,no,COG0203,11.79151594,11.64256873
0.750205025,1.108727987,0.148905462,3,1.599322906,0.330031834,insig,no,COG1435,12.80533285,12.65642739
1.112302293,1.108422326,0.148507675,3,2.757442467,0.147886015,insig,no,COG0200,11.821693,11.67318533
1.265493584,1.10838776,0.148462684,3,3.652901079,0.079500014,insig,no,COG0048,11.75979029,11.61132761
0.978872004,1.10747398,0.147272804,3,2.145023811,0.226091113,insig,no,COG0080,11.70838063,11.56110783
0.773375936,1.107468846,0.147266116,3,1.67505981,0.313153127,insig,no,COG2895,11.74211659,11.59485047
1.032123696,1.106820415,0.14642116,3,2.598197125,0.165144734,insig,no,COG0045,11.12503828,10.97861712
0.893012765,1.106584601,0.146113753,3,1.934928716,0.261534157,insig,no,COG0497,11.56818282,11.42206907
1.183451374,1.106561507,0.146083644,3,3.071993222,0.118915343,insig,no,COG0817,11.82383781,11.67775417
0.65793067,1.106476171,0.145972382,3,1.160536208,0.447346239,insig,no,COG0686,11.9516347,11.80566232
1.296969486,1.106320956,0.145769988,3,3.850823651,0.069308512,insig,no,COG3118,10.57800488,10.43223489
0.806370601,1.105916783,0.145242832,3,1.572692862,0.336180311,insig,no,COG0267,11.89883184,11.75358901
1.065506443,1.105854114,0.145161075,3,2.345093364,0.196814257,insig,no,COG0253,11.72678324,11.58162216
0.926617647,1.105692114,0.144949716,3,2.043230482,0.242619854,insig,no,COG0357,11.91004887,11.76509915
0.797620715,1.105487795,0.144683098,3,1.126885555,0.457903166,insig,no,COG2335,11.62002458,11.47534149
1.138203191,1.10530449,0.144443858,3,2.704151451,0.153450851,insig,no,COG0240,11.77940544,11.63496158
0.680562291,1.105242113,0.144362439,3,0.704528447,0.613643028,insig,no,COG2307,12.30535432,12.16099188
0.577534005,1.104822033,0.143813996,3,0.793511214,0.576938237,insig,no,COG2844,11.91687184,11.77305784
0.883296708,1.10469681,0.143650469,3,1.909278797,0.266225599,insig,no,COG0711,11.20146735,11.05781688
0.763316879,1.10448045,0.143367882,3,1.118118977,0.460694099,insig,no,COG0809,12.11050894,11.96714106
0.783029751,1.104417556,0.143285727,3,1.275433798,0.413100927,insig,no,COG1187,10.94942946,10.80614373
0.771561171,1.104335556,0.143178606,3,1.528860228,0.346551045,insig,no,COG1426,12.55429035,12.41111175
1.153709296,1.104181786,0.142977708,3,2.730357141,0.150688671,insig,no,COG0108,11.57785625,11.43487854
0.927101507,1.104112983,0.142887809,3,2.189855621,0.219173363,insig,no,COG0139,12.06738985,11.92450205
1.032159466,1.104105526,0.142878066,3,2.418094483,0.187103119,insig,no,COG0091,11.78992325,11.64704518
1.092653343,1.103723931,0.142379363,3,2.570933236,0.168295297,insig,no,COG0166,11.43273212,11.29035276
1.141925628,1.103569844,0.14217794,3,2.976188792,0.127080203,insig,no,COG0049,11.6908545,11.54867656
0.496274903,1.103538285,0.142136682,3,0.892890123,0.538534202,insig,no,COG1079,12.60152295,12.45938627
0.698793327,1.103459391,0.142033538,3,0.652253605,0.636285608,insig,no,COG5126,13.1123909,12.97035737
1.053910701,1.103391942,0.14194535,3,2.351546256,0.195935911,insig,no,COG0336,11.70894849,11.56700314
1.240345842,1.103372344,0.141919725,3,3.358528115,0.097494989,insig,no,COG0568,10.12451929,9.982599562
0.769141228,1.102465022,0.140732884,3,1.571079651,0.336556435,insig,no,COG0300,10.91709109,10.7763582
1.00942779,1.102362575,0.140598815,3,2.50045761,0.176720632,insig,no,COG0096,11.77763761,11.6370388
0.776890457,1.102353213,0.140586562,3,1.251538615,0.420000044,insig,no,COG0494,10.30574979,10.16516323
0.552711862,1.102274196,0.140483146,3,0.710364262,0.611165808,insig,no,COG1261,13.07307775,12.9325946
0.668387211,1.101425108,0.139371401,3,1.083067418,0.472024151,insig,no,COG0792,12.62054689,12.48117549
1.448419041,1.101228076,0.139113297,3,3.423942048,0.093173142,insig,no,COG0500,8.884893353,8.745780057
0.671297208,1.101123855,0.138976753,3,0.538248257,0.688606518,insig,no,COG1574,11.77332547,11.63434872
1.145418547,1.101116261,0.138966803,3,2.836013879,0.140047304,insig,no,COG0505,11.50115365,11.36218685
0.579823099,1.100879537,0.138656611,3,0.70901564,0.611737389,insig,no,COG4965,12.66636612,12.5277095
1.015101768,1.099663042,0.137061522,3,2.270177696,0.207304351,insig,no,COG0172,11.39135372,11.2542922
0.943667589,1.099561123,0.136927804,3,1.834061417,0.28047393,insig,no,COG0036,11.73648579,11.59955799
1.123469636,1.09928842,0.136569955,3,2.928346766,0.131365035,insig,no,COG0141,11.54221687,11.40564692
1.104587688,1.099277077,0.136555068,3,2.717424725,0.152045527,insig,no,COG0197,11.70739417,11.5708391
0.974203804,1.098822803,0.135958755,3,2.149832421,0.225338789,insig,no,COG0355,11.82032229,11.68436353
0.885201067,1.097637871,0.134402164,3,1.366160665,0.387922224,insig,no,COG1678,12.45014691,12.31574475
0.739721641,1.097315442,0.133978313,3,1.431618055,0.370714884,insig,no,COG0288,11.49401872,11.3600404
0.957086621,1.097073294,0.133659914,3,1.940314006,0.260559723,insig,no,COG0228,11.83749511,11.70383519
1.175404882,1.096792541,0.133290665,3,2.746053191,0.149058113,insig,no,COG0072,11.08740013,10.95410947
0.913627503,1.096773337,0.133265404,3,1.684534132,0.311103357,insig,no,COG0128,11.49477792,11.36151252
0.692891996,1.096689745,0.133155444,3,0.769640379,0.586563669,insig,no,COG1600,12.25711922,12.12396377
1.06157157,1.096540179,0.132958676,3,2.592993477,0.165741469,insig,no,COG0462,11.57163018,11.4386715
0.646115903,1.096467884,0.132863556,3,0.619092011,0.651080569,insig,no,COG3311,12.13908539,12.00622183
0.956982052,1.096465718,0.132860705,3,1.550809545,0.341318485,insig,no,COG0473,11.17316078,11.04030008
0.977281246,1.096317486,0.132665654,3,2.341432625,0.197314294,insig,no,COG0781,11.28979569,11.15713004
1.154392004,1.096138563,0.132430181,3,2.783061181,0.145283102,insig,no,COG0196,11.69679807,11.56436789
1.210268671,1.095859024,0.132062216,3,3.352673255,0.097891455,insig,no,COG0341,11.43628514,11.30422292
0.823172571,1.095677172,0.131822788,3,1.436919942,0.369355011,insig,no,COG3178,12.49908179,12.367259
0.986869872,1.095571069,0.131683074,3,2.074961493,0.237341865,insig,no,COG0322,10.95780979,10.82612672
0.97570472,1.095533256,0.131633279,3,1.976950508,0.25402625,insig,no,COG1186,11.12300397,10.99137069
0.85935956,1.095532077,0.131631727,3,1.281527421,0.41135976,insig,no,COG1572,11.70593598,11.57430425
1.214571632,1.095528365,0.131626838,3,3.122300285,0.114840205,insig,no,COG0070,10.77282307,10.64119624
1.221362451,1.095523877,0.131620929,3,3.404031773,0.094467915,insig,no,COG0460,11.55846504,11.42684411
0.785530204,1.095493044,0.131580324,3,1.591735419,0.331772124,insig,no,COG0286,11.130943,10.99936268
0.846344885,1.095229914,0.131233757,3,1.352911165,0.391501254,insig,no,COG1494,12.41766415,12.28643039
0.708680427,1.095227531,0.131230618,3,1.406957052,0.377106245,insig,no,COG0762,12.40163677,12.27040615
